O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
15-1152.00,Computer Network Support Specialists,Roxio Retrospect,43233415,Backup or archival software,N
15-1152.00,Computer Network Support Specialists,Ruby,43232402,Development environment software,Y
15-1152.00,Computer Network Support Specialists,Security incident management software,43233203,Network security or virtual private network VPN management software,N
15-1152.00,Computer Network Support Specialists,Shell script,43233004,Operating system software,Y
15-1152.00,Computer Network Support Specialists,SolarWinds,43232804,Administration software,N
15-1152.00,Computer Network Support Specialists,Sonicwall SonicOS Enhanced,43233203,Network security or virtual private network VPN management software,N
15-1152.00,Computer Network Support Specialists,Splunk Enterprise,43233701,Enterprise system management software,Y
15-1152.00,Computer Network Support Specialists,Storage area network SAN software,43232907,Storage networking software,N
15-1152.00,Computer Network Support Specialists,Symantec,43233205,Transaction security and virus protection software,Y
15-1152.00,Computer Network Support Specialists,Symantec Norton Antivirus,43233205,Transaction security and virus protection software,N
15-1152.00,Computer Network Support Specialists,Symantec pcAnywhere,43232702,Desktop communications software,N
15-1152.00,Computer Network Support Specialists,Symantec Veritas NetBackup,43233415,Backup or archival software,N
15-1152.00,Computer Network Support Specialists,Tape backup system software,43233415,Backup or archival software,N
15-1152.00,Computer Network Support Specialists,Tcpdump,43232801,Network monitoring software,N
15-1152.00,Computer Network Support Specialists,Teradata Database,43232304,Data base management system software,Y
15-1152.00,Computer Network Support Specialists,Traceroute,43232801,Network monitoring software,N
15-1152.00,Computer Network Support Specialists,Traffic shapers,43232802,Network operating system enhancement software,N
15-1152.00,Computer Network Support Specialists,Ubuntu,43233004,Operating system software,N
15-1152.00,Computer Network Support Specialists,UNIX,43233004,Operating system software,Y
15-1152.00,Computer Network Support Specialists,UNIX Shell,43233004,Operating system software,Y
15-1152.00,Computer Network Support Specialists,Veritas NetBackup,43233415,Backup or archival software,N
15-1152.00,Computer Network Support Specialists,Virtual private networking VPN software,43233204,Network security and virtual private network VPN equipment software,Y
15-1152.00,Computer Network Support Specialists,VMWare,43232401,Configuration management software,Y
15-1152.00,Computer Network Support Specialists,Voice over internet protocol VoiP system software,43232805,Internet protocol IP multimedia subsystem software,Y
15-1152.00,Computer Network Support Specialists,WildPackets OmniPeek Network Analyzer,43232801,Network monitoring software,N
15-1152.00,Computer Network Support Specialists,Wireshark,43232801,Network monitoring software,Y
15-1152.00,Computer Network Support Specialists,Zabbix,43232801,Network monitoring software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Acresso InstallAnywhere,43232405,Object or component oriented development software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe Acrobat,43232202,Document management software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe ActionScript,43232402,Development environment software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe After Effects,43232103,Video creation and editing software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe Dreamweaver,43232107,Web page creation and editing software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe Fireworks,43232102,Graphics or photo imaging software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe Illustrator,43232102,Graphics or photo imaging software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe InDesign,43232112,Desktop publishing software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Advanced business application programming ABAP,43232405,Object or component oriented development software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,AJAX,43232408,Web platform development software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Amazon Data Pipeline,43232304,Data base management system software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Amazon Elastic Compute Cloud EC2,43232306,Data base user interface and query software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Amazon Kinesis,43232304,Data base management system software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Amazon Redshift,43232306,Data base user interface and query software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Amazon Web Services AWS software,43232306,Data base user interface and query software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Ansible software,43231511,Expert system software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Anti-spyware software,43233205,Transaction security and virus protection software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Antivirus software,43233205,Transaction security and virus protection software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Ant,43232402,Development environment software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Cassandra,43232304,Data base management system software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Flume,43232304,Data base management system software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Groovy,43232405,Object or component oriented development software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Hadoop,43232304,Data base management system software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Hive,43232306,Data base user interface and query software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache HTTP Server,43232312,Portal server software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Kafka,43232402,Development environment software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Maven,43232402,Development environment software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Oozie,43232304,Data base management system software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Pig,43232304,Data base management system software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Solr,43232304,Data base management system software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Sqoop,43232304,Data base management system software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Struts,43232408,Web platform development software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Subversion SVN,43232203,File versioning software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Tomcat,43232408,Web platform development software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apache Webserver,43232312,Portal server software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apple Cocoa,43232405,Object or component oriented development software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Apple macOS,43233004,Operating system software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Apple Safari,43232705,Internet browser software,N
15-1199.01,Software Quality Assurance Engineers and Testers,Atlassian Bamboo,43232403,Enterprise application integration software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Atlassian JIRA,43231507,Project management software,Y
15-1199.01,Software Quality Assurance Engineers and Testers,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
