O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
17-3029.06,Manufacturing Engineering Technologists,MASS Group FactoryLink SCADA HMI,43232608,Industrial control software,N
17-3029.06,Manufacturing Engineering Technologists,Materials requirement planning MRP software,43231506,Materials requirements planning logistics and supply chain software,N
17-3029.06,Manufacturing Engineering Technologists,Materilise Magics,43232612,Computer aided manufacturing CAM software,N
17-3029.06,Manufacturing Engineering Technologists,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.06,Manufacturing Engineering Technologists,Microsoft Office,43231513,Office suite software,Y
17-3029.06,Manufacturing Engineering Technologists,Microsoft PowerPoint,43232106,Presentation software,Y
17-3029.06,Manufacturing Engineering Technologists,Microsoft Project,43231507,Project management software,Y
17-3029.06,Manufacturing Engineering Technologists,Microsoft Visio,43232102,Graphics or photo imaging software,Y
17-3029.06,Manufacturing Engineering Technologists,Microsoft Visual C++,43232405,Object or component oriented development software,N
17-3029.06,Manufacturing Engineering Technologists,Microsoft Word,43232104,Word processing software,Y
17-3029.06,Manufacturing Engineering Technologists,MSC Software Adams,43232605,Analytical or scientific software,N
17-3029.06,Manufacturing Engineering Technologists,MSC Software Nastran,43232605,Analytical or scientific software,N
17-3029.06,Manufacturing Engineering Technologists,MSC Software Patran,43232605,Analytical or scientific software,N
17-3029.06,Manufacturing Engineering Technologists,National Instruments LabVIEW,43232402,Development environment software,Y
17-3029.06,Manufacturing Engineering Technologists,National Instruments NI-DAQmx,43232608,Industrial control software,N
17-3029.06,Manufacturing Engineering Technologists,Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,Y
17-3029.06,Manufacturing Engineering Technologists,Planit Alphacam,43232612,Computer aided manufacturing CAM software,N
17-3029.06,Manufacturing Engineering Technologists,PLC Automation Intellution iFIX,43232608,Industrial control software,N
17-3029.06,Manufacturing Engineering Technologists,PTC Creo Parametric,43232604,Computer aided design CAD software,Y
17-3029.06,Manufacturing Engineering Technologists,Rapid prototyping software,43232612,Computer aided manufacturing CAM software,N
17-3029.06,Manufacturing Engineering Technologists,SAP,43231602,Enterprise resource planning ERP software,Y
17-3029.06,Manufacturing Engineering Technologists,Siemens PLM Software NX,43232604,Computer aided design CAD software,Y
17-3029.06,Manufacturing Engineering Technologists,Siemens PLM Software Solid Edge,43232604,Computer aided design CAD software,Y
17-3029.06,Manufacturing Engineering Technologists,Siemens SIMATIC HMI,43232608,Industrial control software,N
17-3029.06,Manufacturing Engineering Technologists,Supervisory control and data acquisition SCADA software,43232608,Industrial control software,Y
17-3029.06,Manufacturing Engineering Technologists,Vero Software SURFCAM,43232612,Computer aided manufacturing CAM software,N
17-3029.06,Manufacturing Engineering Technologists,VIA Information Tools MAN-IT,43232608,Industrial control software,N
17-3029.06,Manufacturing Engineering Technologists,Wonderware InTouch HMI,43232608,Industrial control software,N
17-3029.07,Mechanical Engineering Technologists,ANSYS,43232605,Analytical or scientific software,N
17-3029.07,Mechanical Engineering Technologists,ANSYS FLUENT,43232605,Analytical or scientific software,N
17-3029.07,Mechanical Engineering Technologists,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Autodesk Inventor,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Bentley Microstation,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Computer aided manufacturing CAM software,43232612,Computer aided manufacturing CAM software,N
17-3029.07,Mechanical Engineering Technologists,Dassault Systemes SolidWorks,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Data acquisition software,43232605,Analytical or scientific software,N
17-3029.07,Mechanical Engineering Technologists,Finite element method FEM software,43232605,Analytical or scientific software,N
17-3029.07,Mechanical Engineering Technologists,Intellisense Intellisuite,43232605,Analytical or scientific software,N
17-3029.07,Mechanical Engineering Technologists,Mathsoft Mathcad,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft Access,43232306,Data base user interface and query software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft Office,43231513,Office suite software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft Outlook,43233501,Electronic mail software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft PowerPoint,43232106,Presentation software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft SharePoint,43231507,Project management software,Y
17-3029.07,Mechanical Engineering Technologists,Microsoft Word,43232104,Word processing software,Y
17-3029.07,Mechanical Engineering Technologists,ProModel,43232605,Analytical or scientific software,N
17-3029.07,Mechanical Engineering Technologists,PTC Pro/ENGINEER Mechanica,43232604,Computer aided design CAD software,Y
17-3029.07,Mechanical Engineering Technologists,Stereolithography SLA rapid prototyping systems,43232612,Computer aided manufacturing CAM software,N
17-3029.07,Mechanical Engineering Technologists,TekSoft CAMWorks,43232612,Computer aided manufacturing CAM software,N
17-3029.07,Mechanical Engineering Technologists,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
17-3029.08,Photonics Technicians,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3029.08,Photonics Technicians,Computer aided manufacturing CAM software,43232612,Computer aided manufacturing CAM software,N
17-3029.08,Photonics Technicians,Data acquisition software,43232605,Analytical or scientific software,N
17-3029.08,Photonics Technicians,Database software,43232306,Data base user interface and query software,N
17-3029.08,Photonics Technicians,Image processing software,43232102,Graphics or photo imaging software,N
17-3029.08,Photonics Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.08,Photonics Technicians,Microsoft Office,43231513,Office suite software,Y
17-3029.08,Photonics Technicians,Presentation software,43232106,Presentation software,N
17-3029.08,Photonics Technicians,SAP,43231602,Enterprise resource planning ERP software,Y
17-3029.08,Photonics Technicians,Statistical analysis software,43232605,Analytical or scientific software,N
17-3029.08,Photonics Technicians,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
17-3029.08,Photonics Technicians,Web browser software,43232705,Internet browser software,N
17-3029.08,Photonics Technicians,Word processing software,43232104,Word processing software,N
17-3029.08,Photonics Technicians,ZEMAX Optical Design Program,43232604,Computer aided design CAD software,Y
17-3029.09,Manufacturing Production Technicians,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
17-3029.09,Manufacturing Production Technicians,Cadence PSpice,43232605,Analytical or scientific software,N
17-3029.09,Manufacturing Production Technicians,Computer numerical control CNC software,43232608,Industrial control software,N
17-3029.09,Manufacturing Production Technicians,Data entry software,43232306,Data base user interface and query software,Y
17-3029.09,Manufacturing Production Technicians,Enterprise JavaBeans,43232408,Web platform development software,N
17-3029.09,Manufacturing Production Technicians,Extensible markup language XML,43232403,Enterprise application integration software,Y
17-3029.09,Manufacturing Production Technicians,Labeling software,43231510,Label making software,N
17-3029.09,Manufacturing Production Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.09,Manufacturing Production Technicians,Microsoft Office,43231513,Office suite software,Y
17-3029.09,Manufacturing Production Technicians,Microsoft PowerPoint,43232106,Presentation software,Y
17-3029.09,Manufacturing Production Technicians,Microsoft Word,43232104,Word processing software,Y
17-3029.09,Manufacturing Production Technicians,Minitab,43232605,Analytical or scientific software,Y
17-3029.09,Manufacturing Production Technicians,National Instruments LabVIEW,43232402,Development environment software,Y
17-3029.09,Manufacturing Production Technicians,National Instruments Multisim,43232604,Computer aided design CAD software,Y
17-3029.09,Manufacturing Production Technicians,Plant maintenance software,43231602,Enterprise resource planning ERP software,Y
17-3029.09,Manufacturing Production Technicians,SAP,43231602,Enterprise resource planning ERP software,Y
17-3029.09,Manufacturing Production Technicians,Supervisory control and data acquisition SCADA software,43232608,Industrial control software,Y
17-3029.10,Fuel Cell Technicians,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
17-3029.10,Fuel Cell Technicians,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3029.10,Fuel Cell Technicians,Data acquisition software,43232605,Analytical or scientific software,N
17-3029.10,Fuel Cell Technicians,Load simulators,43232605,Analytical or scientific software,N
17-3029.10,Fuel Cell Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.10,Fuel Cell Technicians,Microsoft PowerPoint,43232106,Presentation software,Y
17-3029.10,Fuel Cell Technicians,Microsoft Word,43232104,Word processing software,Y
17-3029.11,Nanotechnology Engineering Technologists,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3029.11,Nanotechnology Engineering Technologists,Image analysis software,43232605,Analytical or scientific software,N
17-3029.11,Nanotechnology Engineering Technologists,Microsoft Access,43232306,Data base user interface and query software,Y
17-3029.11,Nanotechnology Engineering Technologists,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.11,Nanotechnology Engineering Technologists,Microsoft Office,43231513,Office suite software,Y
17-3029.11,Nanotechnology Engineering Technologists,Microsoft PowerPoint,43232106,Presentation software,Y
17-3029.11,Nanotechnology Engineering Technologists,Microsoft Windows,43233004,Operating system software,Y
17-3029.11,Nanotechnology Engineering Technologists,Microsoft Word,43232104,Word processing software,Y
17-3029.11,Nanotechnology Engineering Technologists,Optical imaging systems,43232102,Graphics or photo imaging software,N
17-3029.11,Nanotechnology Engineering Technologists,Simulation software,43232605,Analytical or scientific software,N
17-3029.11,Nanotechnology Engineering Technologists,SPMLab,43232605,Analytical or scientific software,N
17-3029.12,Nanotechnology Engineering Technicians,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3029.12,Nanotechnology Engineering Technicians,Image analysis software,43232605,Analytical or scientific software,N
17-3029.12,Nanotechnology Engineering Technicians,Microsoft Access,43232306,Data base user interface and query software,Y
17-3029.12,Nanotechnology Engineering Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
17-3029.12,Nanotechnology Engineering Technicians,Microsoft Office,43231513,Office suite software,Y
17-3029.12,Nanotechnology Engineering Technicians,Microsoft PowerPoint,43232106,Presentation software,Y
17-3029.12,Nanotechnology Engineering Technicians,Microsoft Windows,43233004,Operating system software,Y
17-3029.12,Nanotechnology Engineering Technicians,Microsoft Word,43232104,Word processing software,Y
17-3029.12,Nanotechnology Engineering Technicians,Optical imaging systems,43232102,Graphics or photo imaging software,N
17-3029.12,Nanotechnology Engineering Technicians,Simulation software,43232605,Analytical or scientific software,N
17-3029.12,Nanotechnology Engineering Technicians,SPMLab,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Autodesk AutoCAD Civil 3D,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Autodesk CAiCE Visual Transportation,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Autodesk Land Desktop,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Bentley GeoPak Bridge,43232102,Graphics or photo imaging software,N
17-3031.01,Surveying Technicians,Bentley GEOPAK Civil Engineering Suite,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Bentley MicroStation,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Bentley Systems InRoads Suite,43233506,Map creation software,N
17-3031.01,Surveying Technicians,CARIS HIPS,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,CARIS SIPS,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Carlson,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Carlson CG Survey,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Carlson SurvCADD,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Carlson Survey,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Computer aided design and drafting software CADD,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Coordinate geometry COGO software,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Database software,43232306,Data base user interface and query software,N
17-3031.01,Surveying Technicians,Datalog with guidance DLWG software,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Desktop digital photogrammetry system DDPS,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Email software,43233501,Electronic mail software,N
17-3031.01,Surveying Technicians,ESRI ArcGIS software,43233506,Map creation software,Y
17-3031.01,Surveying Technicians,ESRI ArcInfo,43233506,Map creation software,N
17-3031.01,Surveying Technicians,ESRI ArcView,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Foresoft CDS Cogo,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Foresoft CDS Model,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Geographic information system GIS software,43233506,Map creation software,Y
17-3031.01,Surveying Technicians,Geomechanical design analysis GDA software,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Low-level driver LLD software,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,MENSI 3Dipsos,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Microsoft Access,43232306,Data base user interface and query software,Y
17-3031.01,Surveying Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
17-3031.01,Surveying Technicians,Microsoft Exchange,43233501,Electronic mail software,N
17-3031.01,Surveying Technicians,Microsoft Office,43231513,Office suite software,Y
17-3031.01,Surveying Technicians,Microsoft PowerPoint,43232106,Presentation software,Y
17-3031.01,Surveying Technicians,Microsoft Word,43232104,Word processing software,Y
17-3031.01,Surveying Technicians,MicroSurvey FieldGenius,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,MicroSurvey OfficeSync,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,MicroSurvey Star*Net,43232305,Data base reporting software,N
17-3031.01,Surveying Technicians,MicroSurveyCAD,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Modeling software,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Muncy Plat Pronto,43233506,Map creation software,N
17-3031.01,Surveying Technicians,QuickCogo,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,SiteComp Survey,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Spreadsheet software,43232110,Spreadsheet software,N
17-3031.01,Surveying Technicians,Traverse PC,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Trimble Digital Fieldbook,43233506,Map creation software,N
17-3031.01,Surveying Technicians,Trimble Geomatics Office,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Trimble GPS Pathfinder,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Trimble Terramodel,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Trimble TerraSync,43232306,Data base user interface and query software,N
17-3031.01,Surveying Technicians,Trimble Total Control,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Tripod Data Systems,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,Tripod Data Systems Foresight,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Triton Elics International Isis,43232605,Analytical or scientific software,N
17-3031.01,Surveying Technicians,TRS Software TomCADD,43232604,Computer aided design CAD software,Y
17-3031.01,Surveying Technicians,Web browser software,43232705,Internet browser software,N
17-3031.01,Surveying Technicians,Word processing software,43232104,Word processing software,N
17-3031.02,Mapping Technicians,3D Nature LLC Visual Nature Studio,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,3D Nature LLC World Construction Set,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Adobe Systems Adobe Freehand,43232102,Graphics or photo imaging software,N
17-3031.02,Mapping Technicians,Adobe Systems Adobe Illustrator,43232102,Graphics or photo imaging software,Y
17-3031.02,Mapping Technicians,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
17-3031.02,Mapping Technicians,Adobe Systems Adobe Writer,43232104,Word processing software,N
17-3031.02,Mapping Technicians,Autodesk 3d Studio Viz,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Autodesk AutoCAD Blue Sky,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Autodesk AutoCAD Civil 3D,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Autodesk AutoCAD MAP3D,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Autodesk Land Desktop,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Bentley GeoPak Bridge,43232102,Graphics or photo imaging software,N
17-3031.02,Mapping Technicians,Bentley MicroStation,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Bentley Systems InRoads Suite,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Carlson SurvCADD,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Computer aided design CAD software,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,Database software,43232306,Data base user interface and query software,N
17-3031.02,Mapping Technicians,Digital elevation model DEM software,43232605,Analytical or scientific software,N
17-3031.02,Mapping Technicians,ESRI ArcCatalog,43232306,Data base user interface and query software,N
17-3031.02,Mapping Technicians,ESRI ArcEditor,43232306,Data base user interface and query software,N
17-3031.02,Mapping Technicians,ESRI ArcGIS (analytical or scientific feature),43232605,Analytical or scientific software,N
17-3031.02,Mapping Technicians,ESRI ArcGIS software,43233506,Map creation software,Y
17-3031.02,Mapping Technicians,ESRI ArcGIS Spatial Analyst,43232605,Analytical or scientific software,N
17-3031.02,Mapping Technicians,ESRI ArcIMS,43233506,Map creation software,N
17-3031.02,Mapping Technicians,ESRI ArcInfo,43233506,Map creation software,N
17-3031.02,Mapping Technicians,ESRI ArcSDE,43232701,Application server software,N
17-3031.02,Mapping Technicians,ESRI ArcToolbox,43232605,Analytical or scientific software,N
17-3031.02,Mapping Technicians,ESRI ArcView,43233506,Map creation software,N
17-3031.02,Mapping Technicians,ESRI ArcView 3D Analyst,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,ESRI Maplex,43233506,Map creation software,N
17-3031.02,Mapping Technicians,ESRI MapObjects,43233506,Map creation software,N
17-3031.02,Mapping Technicians,ESRI Personal Geodatabase,43232306,Data base user interface and query software,N
17-3031.02,Mapping Technicians,Geographic information system GIS software,43233506,Map creation software,Y
17-3031.02,Mapping Technicians,Graphics software,43232102,Graphics or photo imaging software,N
17-3031.02,Mapping Technicians,Hexagon Geospatial Imagine Photogrammetry,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Hexagon Intergraph,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Hypertext markup language HTML,43232408,Web platform development software,Y
17-3031.02,Mapping Technicians,IMAGINE OrthoBASE,43233506,Map creation software,N
17-3031.02,Mapping Technicians,JavaScript,43232408,Web platform development software,Y
17-3031.02,Mapping Technicians,Leica Geosystems ERDAS IMAGINE,43233506,Map creation software,N
17-3031.02,Mapping Technicians,MapInfo,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Mapping software,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Microsoft Access,43232306,Data base user interface and query software,Y
17-3031.02,Mapping Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
17-3031.02,Mapping Technicians,Microsoft Office,43231513,Office suite software,Y
17-3031.02,Mapping Technicians,Microsoft PowerPoint,43232106,Presentation software,Y
17-3031.02,Mapping Technicians,Microsoft SharePoint,43231507,Project management software,Y
17-3031.02,Mapping Technicians,Microsoft Visio,43232102,Graphics or photo imaging software,Y
17-3031.02,Mapping Technicians,Microsoft Visual Basic,43232402,Development environment software,Y
17-3031.02,Mapping Technicians,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y
17-3031.02,Mapping Technicians,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,Y
17-3031.02,Mapping Technicians,MicroSurveyCAD,43232604,Computer aided design CAD software,Y
17-3031.02,Mapping Technicians,PCI Geomatics eCognition,43232301,Categorization or classification software,N
17-3031.02,Mapping Technicians,PCI Geomatics software,43232605,Analytical or scientific software,N
17-3031.02,Mapping Technicians,QuarkXpress Passport,43232112,Desktop publishing software,N
17-3031.02,Mapping Technicians,RockWare ArcMap,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Structured query language SQL,43232306,Data base user interface and query software,Y
17-3031.02,Mapping Technicians,TELEDYNE CARIS,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Trimble GPS Pathfinder,43232605,Analytical or scientific software,N
17-3031.02,Mapping Technicians,Trimble GPS Pathfinder Office,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Trimble TerraSync,43232306,Data base user interface and query software,N
17-3031.02,Mapping Technicians,Tripod Data Systems COGO,43233506,Map creation software,N
17-3031.02,Mapping Technicians,Web browser software,43232705,Internet browser software,N
19-1011.00,Animal Scientists,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
19-1011.00,Animal Scientists,Best Linear Unbiased Prediction BLUP,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,Cowculator,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,COWGAME,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,DAGRIS,43232306,Data base user interface and query software,N
19-1011.00,Animal Scientists,Database software,43232306,Data base user interface and query software,N
19-1011.00,Animal Scientists,Deoxyribonucleic acid DNA sequence analysis software,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,Domestic Animal Diversity Information Service DAD-IS,43232306,Data base user interface and query software,N
19-1011.00,Animal Scientists,Email software,43233501,Electronic mail software,N
19-1011.00,Animal Scientists,ESRI ArcGIS software,43233506,Map creation software,Y
19-1011.00,Animal Scientists,FEEDLOT CALC,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,Master Ration Calculator,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,Microsoft Access,43232306,Data base user interface and query software,Y
19-1011.00,Animal Scientists,Microsoft Excel,43232110,Spreadsheet software,Y
19-1011.00,Animal Scientists,Microsoft Office,43231513,Office suite software,Y
19-1011.00,Animal Scientists,Microsoft PowerPoint,43232106,Presentation software,Y
19-1011.00,Animal Scientists,Microsoft Word,43232104,Word processing software,Y
19-1011.00,Animal Scientists,Nutrition Balance Analyzer NUTBAL,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,Online Mendelian Inheritance in Animals OMIA,43232306,Data base user interface and query software,N
19-1011.00,Animal Scientists,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y
19-1011.00,Animal Scientists,Palm OS,43233004,Operating system software,Y
19-1011.00,Animal Scientists,SAS,43232605,Analytical or scientific software,Y
19-1011.00,Animal Scientists,Structured query language SQL,43232306,Data base user interface and query software,Y
19-1011.00,Animal Scientists,Tableau,43232314,Business intelligence and data analysis software,Y
19-1011.00,Animal Scientists,VSNi ASReml,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,VSNi GenStat,43232605,Analytical or scientific software,N
19-1011.00,Animal Scientists,Web browser software,43232705,Internet browser software,N
19-1011.00,Animal Scientists,Word processing software,43232104,Word processing software,N
19-1012.00,Food Scientists and Technologists,BioDiscovery ImaGene,43232605,Analytical or scientific software,N
19-1012.00,Food Scientists and Technologists,Image analysis software,43232605,Analytical or scientific software,N
19-1012.00,Food Scientists and Technologists,Insightful S-PLUS,43232605,Analytical or scientific software,N
19-1012.00,Food Scientists and Technologists,MDS Analytical Technologies GenePix Pro,43232605,Analytical or scientific software,N
19-1012.00,Food Scientists and Technologists,Microsoft Excel,43232110,Spreadsheet software,Y
19-1012.00,Food Scientists and Technologists,Microsoft Office,43231513,Office suite software,Y
19-1012.00,Food Scientists and Technologists,Microsoft PowerPoint,43232106,Presentation software,Y
19-1012.00,Food Scientists and Technologists,Microsoft Word,43232104,Word processing software,Y
19-1012.00,Food Scientists and Technologists,PathogenTracker,43232306,Data base user interface and query software,N
19-1012.00,Food Scientists and Technologists,SAP,43231602,Enterprise resource planning ERP software,Y
19-1012.00,Food Scientists and Technologists,Sensory Computer Systems SIMS,43232605,Analytical or scientific software,N
19-1012.00,Food Scientists and Technologists,STATISTICA,43232605,Analytical or scientific software,N
19-1012.00,Food Scientists and Technologists,U.S. Department of Agriculture USDA National Nutrient Database,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,3dMapper,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
19-1013.00,Soil and Plant Scientists,Erosion Productivity Impact Calculator EPIC,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,ESRI ArcGIS software,43233506,Map creation software,Y
19-1013.00,Soil and Plant Scientists,European Soil Erosion Model EUROSEM,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,GAEA Technologies WinSieve,43232301,Categorization or classification software,N
19-1013.00,Soil and Plant Scientists,GEOEAS,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Geographic information system GIS software,43233506,Map creation software,Y
19-1013.00,Soil and Plant Scientists,GSLIB,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Gstat,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
19-1013.00,Soil and Plant Scientists,LandSerf,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Leica Geosystems ERDAS IMAGINE,43233506,Map creation software,N
19-1013.00,Soil and Plant Scientists,Microsoft Access,43232306,Data base user interface and query software,Y
19-1013.00,Soil and Plant Scientists,Microsoft Active Server Pages ASP,43232408,Web platform development software,Y
19-1013.00,Soil and Plant Scientists,Microsoft Excel,43232110,Spreadsheet software,Y
19-1013.00,Soil and Plant Scientists,Microsoft Office,43231513,Office suite software,Y
19-1013.00,Soil and Plant Scientists,Microsoft PowerPoint,43232106,Presentation software,Y
19-1013.00,Soil and Plant Scientists,Microsoft Word,43232104,Word processing software,Y
19-1013.00,Soil and Plant Scientists,National Resources Conservation Service NRCS PEDON Description Program PDP,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,National Resources Conservation Service NRCS Soils Explorer,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,National Soil Information System NASIS,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,PC-Progress HYDRUS,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,PedonCE,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,R,43232405,Object or component oriented development software,Y
19-1013.00,Soil and Plant Scientists,S-GeMS,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,SAS,43232605,Analytical or scientific software,Y
19-1013.00,Soil and Plant Scientists,Soil information databases,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,SoilVision Systems SVOFFICE,43232306,Data base user interface and query software,N
19-1013.00,Soil and Plant Scientists,SPAW,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,STATISTICA,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,UNSATFLOW,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Variogram Estimation and Spatial Prediction plus Error Vesper,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Water Erosion Prediction Project WEPP,43232605,Analytical or scientific software,N
19-1013.00,Soil and Plant Scientists,Word processing software,43232104,Word processing software,N
19-1020.01,Biologists,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
19-1020.01,Biologists,Agilent Technologies GeneSpring GX,43232605,Analytical or scientific software,N
